unique_id,gender,race,gpa,act_score,household_income,decision
17995,F,asian,3.423,34,69358.8,0
9019,F,asian,3.6750000000000003,34,62709.04,0
11636,M,black or african american,3.135,35,46883.97,0
9945,F,white,3.42,33,51908.0,0
6729,M,white,3.13,33,115015.0,0
4088,M,hispanic or latino,3.6471999999999998,31,71403.55,1
7804,M,asian,3.654,33,62011.68,0
17082,F,white,3.2,33,122525.0,1
6875,M,white,3.61,33,180610.0,0
7275,M,white,3.78,n/a,113939.0,0
9404,F,white,3.8,34,156074.0,1
4631,M,white,3.27,34,109425.0,0
12286,M,white,3.58,33,101356.0,1
1519,F,hispanic or latino,2.8764,29,41332.38,0
11902,M,white,3.58,32,108866.0,0
16509,M,hispanic or latino,3.6189999999999998,32,172893.52,0
17751,M,white,3.21,30,121068.0,0
2835,F,white,3.1,n/a,324687.0,0
16305,M,asian,4.179,n/a,89015.52,1
7228,F,asian,4.032,35,75443.68000000001,0
10091,M,white,3.44,34,47718.0,0
8967,M,black or african american,3.515,32,53509.68,0
16118,F,white,3.1,32,129821.0,0
15870,M,asian,3.423,33,146346.24000000002,0
9066,M,white,3.7,30,88078.0,1
5700,F,asian,3.8220000000000005,n/a,206005.48,0
10050,M,asian,3.1814999999999998,34,163254.0,0
3209,M,hispanic or latino,3.3651999999999997,36,124250.9,0
1209,F,asian,3.3915,n/a,166923.88,0
18632,F,asian,3.5175,n/a,109660.32,0
1723,M,white,3.22,29,148515.0,0
11392,M,white,3.44,33,144153.0,1
7034,F,hispanic or latino,3.384,32,115127.13,0
13271,M,white,3.06,35,152623.0,0
15149,F,hispanic or latino,3.149,34,52194.65,0
19444,F,hispanic or latino,3.4497999999999998,32,364204.16,0
12902,M,black or african american,3.0685,35,71963.64,0
15873,F,hispanic or latino,3.6378,31,121172.23,0
11417,F,hispanic or latino,3.4779999999999998,33,106031.42,0
11908,M,white,3.01,32,95285.0,0
677,M,asian,3.7590000000000003,29,146053.68,1
2048,F,asian,3.6435000000000004,35,88658.56,0
16009,F,hispanic or latino,3.3557999999999995,32,61232.409999999996,1
13643,M,black or african american,3.2585,35,115482.78,0
13189,M,white,3.69,n/a,105927.0,0
1441,M,black or african american,3.5435,n/a,56427.840000000004,0
10251,F,white,3.62,35,160428.0,0
1363,F,asian,3.633,32,114328.40000000001,0
16512,F,white,3.43,n/a,186126.0,1
17057,M,asian,3.5175,35,121812.6,0
8425,M,white,3.94,31,168794.0,1
2647,M,white,3.04,33,576800.0,0
13379,F,white,3.14,32,65808.0,1
16639,F,asian,4.0425,33,132715.52000000002,0
81,F,asian,4.032,32,239567.08000000002,0
1068,F,white,3.29,34,69682.0,0
18262,F,asian,4.074,32,130286.72,0
17555,F,white,3.89,29,265468.0,0
11343,F,asian,3.3705000000000003,n/a,148539.52000000002,1
14607,M,white,3.55,n/a,262941.0,0
8943,M,hispanic or latino,3.3276,32,43315.49,0
2196,M,hispanic or latino,3.2054,33,46957.799999999996,0
17600,F,native hawaiian or other pacific islander,3.8304,n/a,47575.659999999996,0
18837,M,white,3.2,n/a,196428.0,0
9390,M,white,3.29,35,157189.0,0
4165,M,black or african american,3.363,33,175647.78,0
1327,F,asian,3.4545000000000003,31,209006.52000000002,0
3736,F,white,3.63,35,161403.0,1
5997,M,asian,4.158,n/a,162874.96000000002,0
6353,F,white,3.68,35,186998.0,0
3801,M,hispanic or latino,3.0738,32,92989.01,0
13423,F,asian,4.1265,36,89217.92,0
6269,F,asian,3.654,32,139224.52000000002,0
2983,F,asian,3.3810000000000002,31,207494.96000000002,1
8095,F,black or african american,3.306,33,123520.95,0
7170,F,asian,3.3285,31,97575.2,1
9489,F,white,3.02,32,141404.0,0
15437,F,asian,3.7905,34,88905.12000000001,0
7493,F,asian,3.8850000000000002,n/a,52115.240000000005,0
13389,F,white,3.59,34,71586.0,0
5950,M,hispanic or latino,3.7318,34,82931.94,0
10510,M,white,3.36,34,376048.0,0
15560,M,asian,3.3810000000000002,30,61865.4,0
17550,F,asian,3.213,35,160954.0,0
8761,F,asian,3.9165,33,121233.92,0
9447,M,asian,3.549,35,95028.64,0
4989,F,black or african american,3.135,36,71891.82,0
19152,F,hispanic or latino,3.4592,n/a,136298.4,0
15409,M,white,3.37,34,93892.0,0
11786,F,black or african american,3.439,n/a,72236.43000000001,0
13569,M,hispanic or latino,3.2054,31,56923.979999999996,1
7817,M,white,3.14,29,115083.0,0
6466,M,hispanic or latino,3.2806,34,87498.4,0
2505,F,hispanic or latino,3.4592,36,111167.62,1
7834,F,white,3.17,n/a,60819.0,1
10472,M,hispanic or latino,3.7036,n/a,97861.08,1
1502,F,american indian or alaskan native,3.2085000000000004,35,71684.41,0
1397,M,white,3.75,n/a,66700.0,0
16335,F,asian,3.6645000000000003,n/a,124550.52,1
13648,M,white,3.55,n/a,81512.0,0
588,F,asian,3.2760000000000002,32,108246.28,0
15676,F,hispanic or latino,3.1677999999999997,31,118438.20999999999,0
9395,F,asian,3.3810000000000002,32,140039.64,0
4573,F,hispanic or latino,3.1302,33,47558.65,0
15558,M,asian,4.0425,29,264062.08,0
18286,M,hispanic or latino,2.8952,34,136124.55,0
15265,F,white,3.54,32,123278.0,0
6237,M,white,3.36,32,301551.0,0
15457,M,white,3.7,n/a,118260.0,0
6024,F,white,3.7,n/a,102995.0,0
11182,F,white,3.01,34,120698.0,0
181,F,hispanic or latino,3.4122,34,58946.74,0
3731,F,asian,3.5385000000000004,34,95678.16,0
17649,M,asian,3.9270000000000005,34,71633.04000000001,0
1661,M,hispanic or latino,3.4968,34,62342.61,0
18484,M,hispanic or latino,3.4592,33,47365.89,0
10236,M,white,3.05,n/a,287822.0,0
3740,F,hispanic or latino,3.5907999999999998,n/a,88229.18,0
16187,F,white,3.78,34,145586.0,0
18598,M,white,3.59,n/a,121260.0,0
16986,F,asian,3.528,34,105540.56,0
874,M,asian,3.1814999999999998,34,189013.08000000002,0
9859,F,american indian or alaskan native,3.6270000000000002,31,68211.67,0
7670,M,hispanic or latino,3.2712,33,143441.5,0
9969,M,black or african american,3.3249999999999997,32,60663.96,0
10961,F,hispanic or latino,3.713,33,45094.25,0
4725,F,white,3.96,31,133053.0,0
2448,M,white,3.22,33,225104.0,0
9350,F,white,3.87,n/a,173445.0,0
808,M,hispanic or latino,3.2242,34,118469.31999999999,0
13220,M,white,3.42,34,151164.0,0
7725,F,asian,3.7065,36,122494.32,0
14241,M,asian,3.9375,n/a,125690.40000000001,0
10413,F,white,3.13,33,137868.0,0
11258,F,white,3.77,n/a,136924.0,0
7010,F,white,3.21,34,333298.0,0
6850,F,white,3.1,33,102724.0,0
11710,M,asian,3.8745000000000003,34,219414.48,0
17770,M,white,3.96,n/a,208039.0,0
14254,M,white,3.02,36,191995.0,0
13916,F,asian,3.1710000000000003,31,123925.84000000001,0
18265,F,hispanic or latino,2.9421999999999997,34,103913.5,0
6712,F,asian,4.1370000000000005,34,222824.92,1
5293,M,hispanic or latino,3.5156,31,106343.73999999999,0
11824,F,asian,3.5805000000000002,35,222695.2,0
13822,F,white,3.94,35,96273.0,1
7531,F,black or african american,3.4294999999999995,33,50279.04,0
14759,M,white,3.46,n/a,74807.0,1
12358,M,white,3.39,31,420062.0,0
2853,F,asian,4.0845,36,52780.4,0
2015,M,asian,3.3285,34,82235.12000000001,1
8826,F,asian,4.1370000000000005,n/a,97043.44,0
17492,F,white,3.59,35,132548.0,0
14801,M,american indian or alaskan native,3.0411,n/a,148527.78,0
2617,F,asian,3.7485,n/a,124244.16,1
15004,M,white,3.51,32,76790.0,0
8476,F,white,3.82,34,82059.0,0
14189,F,white,3.41,33,78491.0,0
10886,M,white,3.14,31,195195.0,0
13736,M,asian,3.6225000000000005,32,60648.240000000005,1
19473,M,white,3.8,32,97024.0,0
11526,M,white,3.79,31,68134.0,0
11561,M,black or african american,2.907,34,55028.61,0
2589,F,black or african american,2.945,34,106716.33,0
13474,F,white,3.94,30,94994.0,0
15934,M,asian,3.8430000000000004,34,94209.84000000001,1
11014,F,white,3.1,34,164208.0,0
14358,F,black or african american,3.3534999999999995,30,79291.8,0
12190,M,black or african american,3.7335,29,81288.27,0
6611,M,asian,3.801,34,87648.40000000001,0
7671,M,white,3.55,32,106560.0,0
9574,F,white,3.97,33,67456.0,0
3025,F,white,3.31,34,140815.0,0
14857,M,black or african american,3.6005,n/a,94122.63,0
1659,M,white,3.12,35,145225.0,0
16220,F,asian,3.948,33,78983.84,0
19721,M,asian,3.6015,35,71061.72,0
937,F,asian,3.5385000000000004,33,106862.6,0
16345,F,hispanic or latino,3.3933999999999997,29,115505.94,0
8420,M,asian,3.7380000000000004,33,88029.28,0
12716,M,white,3.29,n/a,89997.0,1
6499,F,asian,3.2655,n/a,144947.84,0
18411,M,asian,3.4545000000000003,32,94325.76000000001,0
8829,F,black or african american,3.23,34,116239.41,1
1100,M,hispanic or latino,3.0268,n/a,167013.12,0
12233,F,asian,3.6435000000000004,31,91228.12000000001,0
8063,F,white,3.15,34,97970.0,1
3985,F,white,3.65,33,208206.0,0
15525,M,asian,3.5175,36,51645.12,0
13660,F,black or african american,3.477,33,70685.37,1
9391,M,white,3.15,34,185138.0,1
18720,F,white,3.87,35,107356.0,0
13232,F,white,3.52,34,229026.0,0
13611,M,asian,3.423,n/a,68885.0,0
14055,M,hispanic or latino,3.3464,32,57673.06,0
12223,M,black or african american,3.04,n/a,93701.16,0
74,F,white,3.6,33,140064.0,1
12113,F,black or african american,3.021,31,102552.66,0
11022,M,asian,3.8850000000000002,33,55841.240000000005,1
12280,F,asian,3.6645000000000003,35,140622.92,0
3629,M,black or african american,3.3249999999999997,35,310545.9,0
2190,M,asian,3.7380000000000004,36,61052.12,0
3042,M,white,3.18,n/a,172265.0,0
15949,F,white,3.51,30,153338.0,0
16207,M,white,3.21,33,132934.0,0
3499,F,white,4.0,31,192850.0,0
3643,F,white,3.66,29,77072.0,1
6890,M,white,3.3,36,134393.0,0
12240,F,asian,3.9375,34,66628.24,0
19486,M,hispanic or latino,3.3369999999999997,n/a,71139.42,1
17114,F,white,3.33,33,146213.0,0
17717,F,hispanic or latino,3.0268,29,47162.15,1
7022,F,white,3.08,34,115761.0,0
6552,M,white,3.63,n/a,100223.0,0
3840,M,white,3.69,34,93850.0,1
2137,F,asian,3.213,33,109849.84000000001,0
16699,M,asian,3.8955,36,307717.92000000004,1
17459,M,white,3.81,29,212821.0,0
15597,M,black or african american,3.3534999999999995,33,55448.82,1
7825,M,white,3.56,35,155082.0,0
17591,M,black or african american,3.6479999999999997,32,59802.12,0
11760,F,asian,3.4965,31,229852.80000000002,0
16356,M,white,3.22,33,151924.0,0
8066,F,black or african american,2.9924999999999997,35,124352.55,1
13751,M,hispanic or latino,3.1771999999999996,31,105480.59,0
17619,M,asian,3.5805000000000002,n/a,106035.52,0
7382,F,hispanic or latino,3.5814,35,64471.51,1
9635,M,asian,3.3390000000000004,35,293920.68,0
15261,M,white,3.71,36,123810.0,0
13378,F,white,3.95,32,96501.0,0
1410,F,asian,4.179,n/a,177792.76,0
4629,F,hispanic or latino,3.4404,35,67564.81999999999,0
9748,M,black or african american,3.686,n/a,594669.6,1
4728,F,white,3.3,n/a,162340.0,1
6197,F,hispanic or latino,3.0456,n/a,41514.159999999996,0
5515,M,asian,3.5595000000000003,33,75851.24,1
8156,M,white,3.3,33,86885.0,1
4255,M,white,3.02,n/a,80264.0,1
14009,M,white,3.74,n/a,215922.0,0
16705,F,asian,3.6225000000000005,34,161048.76,0
3571,F,white,3.52,32,266443.0,1
10139,M,black or african american,3.3914999999999997,n/a,121603.23,0
16648,M,white,3.72,34,130845.0,0
851,F,hispanic or latino,3.713,n/a,64105.51,0
6292,F,black or african american,3.1919999999999997,35,31152.87,1
9704,M,white,3.83,30,72128.0,0
17994,M,white,3.86,n/a,66230.0,0
18543,F,white,3.25,34,144153.0,0
4885,M,hispanic or latino,3.6002,31,88698.27,1
16168,F,black or african american,3.3155,32,68627.79,0
16698,M,asian,3.9795000000000003,33,166409.6,0
3143,F,hispanic or latino,3.6095999999999995,n/a,65230.96,1
17629,F,black or african american,3.1065,n/a,85264.83,0
3567,F,asian,3.3390000000000004,31,75328.68000000001,0
10785,F,hispanic or latino,2.9421999999999997,n/a,73745.95,0
1234,M,white,3.39,31,170128.0,0
10790,M,asian,3.8325,n/a,212885.24000000002,0
5673,F,black or african american,3.743,32,73597.86,0
18106,F,hispanic or latino,3.4873999999999996,33,33158.99,0
2011,F,asian,3.612,33,50227.4,0
11073,F,white,3.11,32,152122.0,0
12957,F,white,3.52,35,102986.0,0
17294,M,asian,3.717,34,66808.56,0
1701,F,white,3.2,33,239841.0,0
17716,F,hispanic or latino,3.0926,33,96382.44,0
7341,M,black or african american,3.363,35,128320.92,0
1245,M,white,3.48,34,78219.0,1
368,M,asian,3.591,35,146332.44,0
14608,M,white,3.84,33,84388.0,1
15678,M,black or african american,2.8785,32,109819.71,0
12982,M,white,3.8,35,99412.0,0
5397,F,white,3.46,33,120602.0,0
17902,M,white,3.27,36,288021.0,0
4957,F,asian,3.7485,n/a,161153.64,0
18344,F,white,3.13,n/a,185155.0,0
18969,F,asian,3.6854999999999998,36,91322.88,0
14848,F,white,3.43,30,235326.0,0
16120,F,black or african american,3.2585,33,122261.58,0
2917,M,asian,3.8325,34,92014.72,0
16909,F,black or african american,3.2015,n/a,60192.090000000004,0
14530,F,black or african american,2.9354999999999998,30,31511.34,0
13510,F,hispanic or latino,3.0549999999999997,33,36229.12,0
12855,F,black or african american,3.496,34,43309.98,0
13933,F,white,3.41,35,104145.0,0
17651,F,hispanic or latino,2.8764,33,93730.77,0
582,M,hispanic or latino,3.5061999999999998,34,52958.369999999995,1
4518,M,asian,3.3495,31,381864.4,1
10471,M,american indian or alaskan native,3.4968,33,55814.59,0
1448,F,white,3.47,31,173274.0,0
17490,M,white,3.96,32,93584.0,0
4977,F,white,3.37,n/a,166541.0,0
13046,F,black or african american,3.3914999999999997,n/a,25841.97,0
15520,F,white,3.63,32,325166.0,1
19184,F,asian,3.8745000000000003,35,68521.6,0
3292,M,asian,3.9375,31,119362.64,0
13194,M,black or african american,3.61,n/a,101887.38,0
9110,M,white,3.84,n/a,103267.0,0
18351,M,white,3.39,34,128088.0,0
10081,M,asian,4.189500000000001,33,145519.16,0
7558,M,white,3.84,34,187882.0,0
9811,M,asian,3.2865,30,258267.0,0
618,M,black or african american,3.344,30,72257.85,0
15745,M,white,3.36,33,130167.0,1
19568,M,black or african american,3.6195,35,90439.02,0
15466,M,asian,3.4125,35,134185.68,0
18172,F,hispanic or latino,3.1302,33,88107.18,0
16156,F,white,3.57,n/a,121192.0,0
5053,F,black or african american,3.7049999999999996,34,94122.63,1
8392,F,white,3.06,n/a,91702.0,0
9441,F,black or african american,3.5909999999999997,33,60747.75,0
2371,F,asian,3.717,34,141196.08000000002,0
7686,F,hispanic or latino,2.8293999999999997,32,60949.369999999995,0
7036,F,white,3.62,n/a,113852.0,0
16604,M,white,3.18,n/a,106987.0,0
1204,F,hispanic or latino,3.2523999999999997,n/a,54296.71,1
8062,M,hispanic or latino,3.1395999999999997,n/a,144542.55,0
1069,M,white,3.94,34,159917.0,0
3200,M,asian,3.7380000000000004,33,216993.04,0
17257,F,white,3.57,n/a,79006.0,1
12617,M,white,3.62,31,164090.0,0
9773,F,asian,3.507,35,106967.48000000001,0
19127,F,white,3.79,n/a,95760.0,0
19161,M,white,3.16,n/a,319456.0,0
13715,F,hispanic or latino,3.1866,34,112208.28,0
3968,M,white,3.87,31,60471.0,1
4012,F,white,3.92,34,101371.0,0
19984,F,hispanic or latino,3.1677999999999997,30,114800.17,0
4515,F,asian,3.4545000000000003,n/a,193408.84,0
5234,M,white,3.47,33,191220.0,0
18278,M,asian,3.8430000000000004,n/a,92032.2,0
641,M,black or african american,3.002,29,107925.3,0
3421,F,hispanic or latino,3.4309999999999996,n/a,36288.29,0
17351,F,black or african american,3.3724999999999996,31,73563.84,0
15835,M,hispanic or latino,3.3557999999999995,n/a,69164.24,0
11715,M,white,3.99,32,466355.0,1
16087,M,black or african american,3.439,34,223438.32,0
1850,F,black or african american,3.021,29,175548.24,0
12838,M,white,3.68,33,161130.0,0
6007,F,hispanic or latino,3.008,33,61125.659999999996,1
17238,M,hispanic or latino,3.5437999999999996,34,34185.62,0
14233,M,white,3.41,30,179390.0,0
4566,M,white,3.43,33,136800.0,0
12663,M,black or african american,2.964,34,79210.53,0
1721,M,white,3.64,33,185660.0,0
14299,M,black or african american,3.4484999999999997,33,48440.07,0
16928,F,hispanic or latino,3.4497999999999998,34,78513.09999999999,0
1019,F,white,3.38,n/a,109351.0,0
9378,M,asian,3.8115,n/a,57845.0,0
4541,M,white,3.71,n/a,106288.0,0
17705,F,asian,3.213,36,120563.24,1
14629,F,white,3.97,n/a,199426.0,1
3698,M,white,3.85,32,51034.0,0
14023,M,white,3.63,33,91126.0,0
1337,F,white,3.85,34,209522.0,0
15589,F,white,3.51,32,122512.0,0
4960,M,white,3.74,33,116155.0,0
16878,M,black or african american,2.907,30,56060.55,0
10548,F,asian,3.2655,33,105866.24,1
17003,M,white,3.73,34,341897.0,0
2571,M,white,3.52,31,327281.0,0
12586,F,hispanic or latino,3.3276,33,62191.939999999995,0
8689,M,black or african american,3.6479999999999997,34,94084.2,0
17843,F,black or african american,3.534,34,133737.03,0
19860,F,asian,3.7905,34,80225.84,0
9719,M,black or african american,3.667,34,101206.35,0
14716,M,white,3.52,34,99571.0,0
10982,M,asian,3.9899999999999998,31,174869.92,0
17085,M,hispanic or latino,3.4779999999999998,34,256758.75999999998,0
18164,F,asian,3.3075,29,125970.08,0
14426,M,white,3.01,33,128432.0,0
3062,M,white,3.61,n/a,112906.0,1
4521,M,hispanic or latino,2.8857999999999997,36,38572.74,1
11680,M,white,3.01,36,223896.0,0
3909,F,white,3.27,n/a,65941.0,0
18347,F,asian,3.6015,n/a,134419.36000000002,0
3427,M,asian,3.612,32,64361.36,1
8944,M,asian,3.7380000000000004,n/a,115950.36,0
13454,M,asian,3.3600000000000003,n/a,319274.04000000004,0
1722,F,white,3.11,29,150328.0,0
10082,M,white,3.81,31,52121.0,1
12530,M,black or african american,3.5719999999999996,35,91707.84,0
9226,M,asian,3.4545000000000003,29,59236.04,0
17703,M,white,3.73,32,82198.0,1
3240,F,white,3.68,32,85629.0,0
8137,F,black or african american,3.268,34,268786.35,0
3165,F,hispanic or latino,2.961,30,156127.66999999998,0
2271,M,asian,4.1265,29,92850.08,0
1745,F,white,3.99,30,141075.0,0
3747,M,white,3.2,30,123380.0,0
4973,M,hispanic or latino,3.6847999999999996,33,89689.52,1
8287,F,white,3.56,33,124678.0,0
13241,M,white,3.18,32,209855.0,1
13785,M,black or african american,3.344,32,52915.590000000004,0
19551,F,black or african american,3.4105,34,118155.87,0
17596,F,white,3.08,34,77999.0,0
2980,M,hispanic or latino,3.4968,35,139330.1,1
18538,F,white,3.04,32,139057.0,0
3094,M,white,3.13,32,208645.0,0
17079,F,asian,3.3915,31,97351.64,0
18226,M,asian,4.053,29,349460.16000000003,1
6658,M,white,3.32,33,94599.0,0
12321,M,white,3.5,34,60240.0,0
5617,M,american indian or alaskan native,3.4503000000000004,33,90702.47,0
18223,F,black or african american,2.964,n/a,127085.49,0
2377,M,black or african american,2.983,34,66616.83,0
18490,F,white,3.49,31,207265.0,0
13222,F,black or african american,3.496,n/a,177348.78,1
19724,F,asian,4.1265,34,180182.0,0
2195,F,white,3.29,33,132096.0,0
12461,M,white,3.58,34,377378.0,0
18341,F,asian,3.192,n/a,144281.76,0
2296,M,asian,3.7695,34,328134.56,0
19730,F,white,3.67,32,198381.0,1
6437,M,white,3.75,n/a,226457.0,1
7643,M,hispanic or latino,3.6754,n/a,100092.45999999999,1
18812,F,white,3.71,n/a,64665.0,0
3258,M,white,3.73,32,94812.0,0
17455,M,white,3.82,35,119240.0,0
4066,M,white,3.76,33,232632.0,0
16727,F,hispanic or latino,2.8764,n/a,53239.58,0
798,M,hispanic or latino,3.2618,34,121305.81999999999,1
10154,M,white,3.55,35,220613.0,0
18613,M,white,3.66,36,197131.0,0
19034,M,asian,3.3285,35,321911.68,0
14290,M,white,3.31,32,115049.0,1
10112,M,hispanic or latino,3.7224,31,82825.8,0
14304,F,asian,3.7800000000000002,n/a,108092.64,0
13586,M,asian,4.158,32,103191.8,1
12725,F,black or african american,3.6574999999999998,32,29697.57,0
11959,F,asian,3.8535,31,112200.44,1
8888,F,white,3.11,33,90755.0,1
8651,M,white,3.75,35,72409.0,0
8702,M,asian,3.3705000000000003,33,78320.52,0
3959,M,white,3.44,n/a,77847.0,0
10922,M,black or african american,3.135,n/a,108311.49,0
8182,M,asian,3.5595000000000003,35,63632.72,0
19212,F,asian,4.074,32,134230.76,0
12639,M,black or african american,3.5625,33,48531.42,0
3789,F,hispanic or latino,3.666,35,41971.049999999996,0
15986,F,asian,3.4965,31,90792.96,0
10524,M,white,3.32,n/a,160712.0,1
5451,F,hispanic or latino,2.9516,34,142286.77,1
13211,M,black or african american,2.888,31,72976.05,0
10533,M,hispanic or latino,3.1959999999999997,33,166262.21,0
12306,M,asian,3.4755000000000003,n/a,74627.64,0
17947,F,asian,3.5385000000000004,34,75167.68000000001,0
7587,M,white,3.75,n/a,164061.0,0
17357,F,white,3.31,34,125959.0,0
315,M,asian,3.6750000000000003,n/a,95714.96,0
2249,F,hispanic or latino,3.3745999999999996,31,141875.63,1
17871,F,white,3.34,31,263367.0,0
19594,F,asian,3.7695,n/a,133710.04,0
8343,M,hispanic or latino,3.0174,32,38185.39,0
4982,M,white,3.26,32,136034.0,0
15901,M,asian,3.4335,30,371448.16000000003,0
2199,M,hispanic or latino,3.0174,n/a,114615.95,0
15787,M,asian,3.4125,34,123956.20000000001,1
3776,M,hispanic or latino,3.5061999999999998,33,41239.659999999996,0
1808,M,white,3.91,33,56601.0,1
5031,M,white,3.39,n/a,167249.0,0
474,M,asian,3.6435000000000004,n/a,116187.72,1
1307,F,hispanic or latino,3.1959999999999997,36,40740.07,0
4239,M,hispanic or latino,3.1866,29,51235.729999999996,1
19616,M,hispanic or latino,3.1207999999999996,n/a,74362.66,0
12789,M,white,3.46,31,139946.0,0
2611,M,white,3.78,33,124266.0,0
12842,M,hispanic or latino,2.9046,35,120462.8,0
13399,F,white,3.69,n/a,126114.0,0
14623,M,asian,3.1710000000000003,35,253358.80000000002,1
12749,M,white,3.15,36,130182.0,0
7361,M,asian,3.3495,34,61945.44,0
9152,F,white,3.61,32,180086.0,0
16100,F,white,3.59,n/a,87356.0,1
3608,M,asian,4.074,29,74260.56,1
12393,M,white,3.61,32,267507.0,0
15785,F,black or african american,3.154,31,83714.4,1
9493,F,white,3.71,32,186580.0,0
4729,M,white,3.47,n/a,102368.0,0
14675,F,asian,3.528,33,111676.04000000001,0
7872,M,white,3.77,n/a,121055.0,0
9591,M,asian,3.8220000000000005,29,172405.24000000002,0
17048,M,black or african american,2.8594999999999997,n/a,100519.02,0
3120,M,hispanic or latino,3.7506,33,100282.78,1
17973,F,white,3.18,n/a,143093.0,0
11973,M,white,3.97,33,223877.0,0
2231,M,hispanic or latino,3.1395999999999997,32,82995.99,0
16710,F,hispanic or latino,3.0362,31,136302.06,0
14934,F,white,3.93,n/a,84398.0,0
956,F,black or african american,2.9354999999999998,31,44407.44,0
11168,F,white,3.43,34,210558.0,0
9567,M,white,3.46,34,85853.0,0
13468,F,asian,3.717,32,240220.28,1
17689,M,black or african american,2.8594999999999997,35,57409.38,0
6019,F,white,3.74,32,77467.0,0
6147,M,black or african american,3.002,34,162838.62,0
4945,F,asian,3.9375,32,146961.72,0
3766,F,hispanic or latino,3.2054,n/a,90085.41,0
8000,M,white,3.21,n/a,217028.0,1
10001,F,white,3.48,n/a,86484.0,1
11283,F,asian,3.6015,29,136293.4,0
10397,F,hispanic or latino,3.2712,34,42038.15,0
10927,F,asian,3.8745000000000003,34,147228.52000000002,0
7708,M,white,3.21,33,104500.0,0
1649,M,white,3.03,32,53945.0,0
8820,F,white,3.31,32,171684.0,0
4141,M,asian,4.074,31,69283.36,0
15996,F,hispanic or latino,3.7411999999999996,32,96229.33,1
3430,M,asian,3.6750000000000003,29,150052.0,0
4965,F,asian,3.5175,34,117168.44,0
11067,M,white,3.96,n/a,98810.0,0
10960,F,white,3.17,n/a,281152.0,0
15530,M,white,3.21,29,169718.0,0
19442,M,white,3.73,29,187226.0,1
1029,F,white,3.88,36,157692.0,0
7042,F,asian,4.158,n/a,122519.16,0
13359,M,white,3.18,36,92266.0,0
18481,M,white,3.47,32,144738.0,0
13071,M,hispanic or latino,3.6847999999999996,34,50877.659999999996,1
2966,M,asian,3.9899999999999998,34,177439.48,0
3688,M,white,3.69,31,99060.0,0
6887,F,hispanic or latino,3.5814,34,28418.68,0
6076,M,white,3.17,n/a,161338.0,0
7534,M,asian,3.8430000000000004,34,60012.520000000004,0
15345,M,hispanic or latino,3.7411999999999996,29,44315.28,1
6650,F,white,3.9,34,53620.0,0
7329,F,white,3.62,35,240565.0,1
11864,F,white,3.01,35,108336.0,0
19344,M,hispanic or latino,3.6847999999999996,32,73707.52,1
18203,F,asian,3.7590000000000003,n/a,68900.64,0
9383,M,hispanic or latino,3.1771999999999996,n/a,76719.7,0
11458,M,asian,3.5805000000000002,n/a,98111.56,0
5562,F,black or african american,3.7715,36,146378.61000000002,0
2025,F,asian,3.444,29,65275.840000000004,0
18085,M,asian,3.6435000000000004,n/a,111749.64,0
6736,F,asian,3.612,35,51490.560000000005,0
14984,F,white,3.97,35,95015.0,0
17635,F,black or african american,2.9354999999999998,32,197051.4,0
19090,M,white,3.5,32,111469.0,1
7455,M,hispanic or latino,3.6847999999999996,33,76473.26,1
11362,F,asian,3.1814999999999998,31,61531.44,1
2242,F,hispanic or latino,3.1677999999999997,34,82103.56,0
13716,M,white,3.52,32,158804.0,0
16157,M,white,3.15,30,86492.0,0
8146,F,asian,3.507,33,134339.32,1
19067,F,white,3.8,33,167151.0,1
6829,M,hispanic or latino,3.4028,35,71125.39,0
17323,M,white,3.75,33,86786.0,0
17080,F,white,3.08,33,306037.0,1
9684,F,white,3.04,32,144943.0,0
11774,M,asian,4.011,35,105189.12000000001,0
7435,M,black or african american,3.0494999999999997,33,57471.75,0
3687,F,asian,3.2445,35,137053.32,0
17200,F,black or african american,3.6574999999999998,33,106912.26,0
16568,M,asian,3.507,33,96458.32,0
18382,M,asian,3.6435000000000004,36,404372.2,1
993,M,white,3.64,34,192276.0,0
743,M,black or african american,2.9924999999999997,34,87823.89,0
13686,M,asian,3.297,36,155935.4,0
4033,F,white,3.99,33,68818.0,1
18716,M,white,3.44,34,131140.0,1
8161,F,asian,3.2340000000000004,n/a,106043.8,1
18749,M,asian,3.7275,n/a,51978.16,0
11365,M,white,3.05,n/a,196756.0,0
9802,M,asian,3.8745000000000003,29,88579.44,0
13763,F,white,3.17,33,96814.0,1
18852,M,hispanic or latino,3.5343999999999998,34,123519.51,0
5060,F,asian,3.4755000000000003,32,192994.84,1
3921,F,asian,3.3810000000000002,n/a,185838.16,0
769,F,white,3.33,33,483170.0,0
15085,F,asian,3.465,30,192510.92,0
3519,M,asian,3.9375,34,71611.88,0
16024,M,asian,3.444,34,30110.68,0
2148,M,asian,4.011,35,67074.44,0
15755,M,black or african american,3.7335,31,124739.37,0
1348,F,hispanic or latino,3.4968,31,103434.04,0
12549,M,hispanic or latino,3.3464,33,136173.35,0
17254,M,black or african american,3.4579999999999997,36,73469.34,0
18973,F,asian,3.4335,34,153905.88,0
4391,M,white,3.9,33,106326.0,0
549,M,asian,3.8640000000000003,35,171338.96000000002,1
5699,M,black or african american,3.2205,31,94198.86,1
16309,F,asian,3.297,n/a,57268.16,0
8196,M,white,3.11,n/a,125106.0,0
